id,Respondent.Race,White,Black,Jewish,Hispanic,Asian
902,White,NA,NA,NA,NA,NA
636,White,NA,NA,NA,NA,NA
2006,White,NA,NA,NA,NA,NA
314,White,NA,NA,NA,NA,NA
1956,White,55,25,NA,12,13
196,White,NA,NA,NA,NA,NA
1814,Black,40,45,30,15,20
1504,White,NA,NA,NA,NA,NA
2811,White,75,20,45,20,25
2018,White,NA,NA,NA,NA,NA
828,White,NA,NA,NA,NA,NA
2304,White,60,20,5,5,5
2152,White,37,25,15,30,20
1888,White,NA,NA,NA,NA,NA
2240,White,NA,NA,NA,NA,NA
668,White,NA,NA,NA,NA,NA
2104,White,NA,NA,NA,NA,NA
1348,White,NA,NA,NA,NA,NA
1664,White,NA,NA,NA,NA,NA
1430,White,NA,NA,NA,NA,NA
1735,Other,NA,NA,NA,NA,NA
1007,White,75,20,NA,NA,10
2509,Black,40,60,0,0,0
612,White,80,10,5,2,2
1948,White,80,12,2,7,2
568,White,75,20,15,15,10
2812,White,NA,NA,NA,NA,NA
2166,White,NA,NA,NA,NA,NA
1126,White,NA,NA,NA,NA,NA
2352,White,NA,NA,NA,NA,NA
2364,White,NA,NA,NA,NA,NA
1870,White,NA,NA,NA,NA,NA
2228,White,NA,NA,NA,NA,NA
736,White,NA,NA,NA,NA,NA
882,White,60,40,5,5,5
2780,White,NA,NA,NA,NA,NA
2402,Black,50,40,2,3,3
1782,White,NA,NA,NA,NA,NA
733,White,55,35,25,35,15
2332,Black,NA,NA,NA,NA,NA
834,White,NA,NA,NA,NA,NA
660,White,NA,NA,NA,NA,NA
1622,White,NA,NA,NA,NA,NA
2296,White,NA,NA,NA,NA,NA
2074,White,NA,NA,NA,NA,NA
524,White,NA,NA,NA,NA,NA
2292,White,65,10,15,15,10
1014,White,NA,NA,NA,NA,NA
2570,White,NA,NA,NA,NA,NA
1039,White,50,30,20,20,25
654,White,NA,NA,NA,NA,NA
775,White,70,20,1,5,5
896,White,NA,NA,NA,NA,NA
2178,White,65,24,1,10,3
105,White,55,30,8,25,15
553,Black,50,40,40,30,20
2257,White,85,75,25,20,20
2190,White,30,25,15,13,12
2476,White,NA,NA,NA,NA,NA
387,Other,80,10,5,5,3
1298,White,NA,NA,NA,NA,NA
182,White,60,10,15,15,15
190,White,NA,NA,NA,NA,NA
1808,White,NA,NA,NA,NA,NA
2130,White,NA,NA,NA,NA,NA
28,White,NA,NA,NA,NA,NA
1162,White,NA,NA,NA,NA,NA
984,White,NA,NA,NA,NA,NA
249,Other,NA,NA,NA,NA,NA
544,White,NA,NA,NA,NA,NA
1912,White,NA,NA,NA,NA,NA
884,White,NA,NA,NA,NA,NA
2160,White,NA,NA,NA,NA,NA
2504,Black,50,50,30,30,30
1971,Other,80,5,0,5,5
1398,White,NA,NA,NA,NA,NA
905,Other,NA,NA,NA,NA,NA
1634,White,NA,NA,NA,NA,NA
317,Other,40,30,30,20,15
1466,White,NA,NA,NA,NA,NA
2302,White,NA,NA,NA,NA,NA
791,White,52,16,8,10,7
2118,White,NA,NA,NA,NA,NA
2792,White,NA,NA,NA,NA,NA
1594,White,55,30,10,35,25
470,Black,40,35,30,45,40
1070,White,NA,NA,NA,NA,NA
2675,Black,70,30,20,40,20
1611,Black,50,25,25,15,5
16,Black,60,23,8,10,5
2756,White,NA,NA,NA,NA,NA
472,Black,68,14,6,27,3
34,White,NA,NA,NA,NA,NA
2136,White,NA,NA,NA,NA,NA
642,White,NA,NA,NA,NA,NA
1088,White,NA,NA,NA,NA,NA
2638,White,NA,NA,NA,NA,NA
1224,White,NA,NA,NA,NA,NA
2742,White,NA,NA,NA,NA,NA
1422,White,65,40,40,30,20
1400,White,70,30,3,4,4
178,White,NA,NA,NA,NA,NA
1372,Black,NA,NA,NA,NA,NA
1794,White,NA,NA,NA,NA,NA
1853,Other,NA,NA,NA,NA,NA
1882,White,NA,NA,NA,NA,NA
2640,Other,30,80,20,20,15
748,White,NA,NA,NA,NA,NA
2206,White,75,20,NA,10,3
54,White,NA,NA,NA,NA,NA
2700,White,NA,NA,NA,NA,NA
1944,White,NA,NA,NA,NA,NA
1170,White,70,20,NA,NA,NA
906,Black,NA,NA,NA,NA,NA
991,White,60,60,50,60,80
561,White,60,20,8,20,6
2052,White,60,30,NA,10,10
2424,White,60,NA,NA,NA,NA
1934,Black,NA,NA,NA,NA,NA
2140,White,51,51,50,50,50
2248,White,60,40,10,30,40
647,White,55,10,5,15,5
445,Black,50,25,15,20,15
2385,White,50,NA,NA,NA,NA
7,White,60,50,40,50,30
2709,White,51,30,25,40,20
1687,White,NA,NA,NA,NA,NA
1444,Black,NA,NA,NA,NA,NA
1902,Black,NA,NA,NA,NA,NA
2779,White,80,10,20,10,10
1500,Black,NA,NA,NA,NA,NA
374,White,75,10,5,8,2
2354,White,60,40,10,20,10
1673,White,50,20,20,20,20
434,White,75,12,15,20,10
389,White,100,100,100,75,75
1936,Other,50,40,40,40,40
1560,White,65,25,2,5,3
1382,Black,NA,NA,NA,NA,NA
2144,White,80,65,35,55,25
1486,Black,25,25,15,15,15
393,White,NA,NA,NA,NA,NA
1685,White,30,40,2,29,25
947,White,45,25,20,15,5
2336,Black,NA,NA,NA,NA,NA
1829,White,70,20,10,20,10
2697,White,NA,NA,NA,NA,NA
1438,Black,40,25,20,40,30
2226,White,60,20,5,10,5
2465,White,70,70,50,50,50
2607,White,50,25,25,25,25
788,White,50,40,10,20,20
2109,White,NA,NA,NA,NA,NA
1544,Black,NA,NA,NA,NA,NA
619,White,85,10,7,5,3
2289,Black,8,15,20,4,2
1205,White,70,15,5,15,5
444,White,20,20,10,20,15
2806,White,50,25,10,15,25
2366,White,45,40,1,12,7
527,White,NA,NA,NA,NA,NA
2652,White,75,10,15,15,10
2219,White,NA,NA,NA,NA,NA
13,White,NA,NA,NA,NA,NA
681,White,50,30,5,5,5
1543,White,50,35,25,45,40
2249,White,NA,NA,NA,NA,NA
1115,White,NA,NA,NA,NA,NA
2527,White,NA,NA,NA,NA,NA
699,White,60,50,20,25,20
2039,White,NA,NA,NA,NA,NA
2379,White,NA,NA,NA,NA,NA
1395,White,NA,NA,NA,NA,NA
574,Other,NA,NA,NA,NA,NA
483,White,NA,NA,NA,NA,NA
1865,White,NA,NA,NA,NA,NA
2642,Other,NA,NA,NA,NA,NA
1202,White,75,5,5,2,10
2231,White,NA,NA,NA,NA,NA
52,White,60,10,25,20,10
563,White,NA,NA,NA,NA,NA
2727,White,NA,NA,NA,NA,NA
1759,White,NA,NA,NA,NA,NA
1984,Black,50,20,NA,NA,NA
421,White,75,10,6,6,6
893,White,NA,NA,NA,NA,NA
1103,White,NA,NA,NA,NA,NA
713,White,NA,NA,NA,NA,NA
1744,Other,NA,NA,NA,NA,NA
107,White,60,20,5,3,3
1587,White,NA,NA,NA,NA,NA
2633,White,NA,NA,NA,NA,NA
518,Other,75,20,40,85,35
1930,Other,NA,NA,NA,NA,NA
2622,Black,60,50,40,50,40
1413,White,NA,NA,NA,NA,NA
2541,White,NA,NA,NA,NA,NA
2361,White,NA,NA,NA,NA,NA
1288,White,80,60,50,50,45
811,White,NA,NA,NA,NA,NA
167,White,NA,NA,NA,NA,NA
2397,White,NA,NA,NA,NA,NA
2763,White,NA,NA,NA,NA,NA
607,Other,25,25,25,25,25
2211,White,NA,NA,NA,NA,NA
2800,White,60,40,30,45,30
1401,White,NA,NA,NA,NA,NA
595,White,NA,NA,NA,NA,NA
1915,White,NA,NA,NA,NA,NA
2664,White,70,25,20,25,25
2695,White,NA,NA,NA,NA,NA
347,White,NA,NA,NA,NA,NA
1032,Other,NA,NA,NA,NA,NA
2459,White,NA,NA,NA,NA,NA
1667,White,NA,NA,NA,NA,NA
2753,Other,55,20,5,10,7
1036,White,75,10,0,20,0
2609,White,NA,NA,NA,NA,NA
1135,White,50,30,NA,30,30
2181,White,NA,NA,NA,NA,NA
2707,White,NA,NA,NA,NA,NA
253,White,NA,NA,NA,NA,NA
2089,White,NA,NA,NA,NA,NA
359,White,NA,NA,NA,NA,NA
2169,White,NA,NA,NA,NA,NA
344,White,50,35,20,30,30
1177,White,NA,NA,NA,NA,NA
1741,White,NA,NA,NA,NA,NA
1605,White,NA,NA,NA,NA,NA
1074,Other,75,20,5,NA,5
817,White,NA,NA,NA,NA,NA
1535,White,40,20,20,10,5
349,Black,40,60,30,70,30
2586,Other,NA,NA,NA,NA,NA
2795,White,NA,NA,NA,NA,NA
787,White,NA,NA,NA,NA,NA
1585,White,40,45,60,43,63
799,White,NA,NA,NA,NA,NA
923,White,NA,NA,NA,NA,NA
663,White,NA,NA,NA,NA,NA
1991,Black,60,70,40,80,60
1859,White,50,25,5,10,5
2045,White,NA,NA,NA,NA,NA
1892,Other,NA,NA,NA,NA,NA
403,White,70,18,1,5,5
973,White,NA,NA,NA,NA,NA
1617,White,NA,NA,NA,NA,NA
701,White,50,30,30,30,15
93,White,NA,NA,NA,NA,NA
1029,White,NA,NA,NA,NA,NA
197,Black,50,50,50,50,50
2163,White,NA,NA,NA,NA,NA
1833,White,NA,NA,NA,NA,NA
1082,White,85,15,25,10,NA
1107,White,50,30,5,20,10
1003,White,NA,NA,NA,NA,NA
737,White,NA,NA,NA,NA,NA
2287,White,NA,NA,NA,NA,NA
2563,White,60,40,20,20,15
2627,White,NA,NA,NA,NA,NA
2175,White,NA,NA,NA,NA,NA
309,White,NA,NA,NA,NA,NA
1153,White,NA,NA,NA,NA,NA
397,White,NA,NA,NA,NA,NA
1065,White,NA,NA,NA,NA,NA
1745,White,60,20,10,20,10
763,White,60,20,5,20,15
283,Black,95,98,88,89,65
281,Black,NA,NA,NA,NA,NA
1131,Black,NA,NA,NA,NA,NA
557,White,50,50,30,30,20
2010,White,43,40,20,39,20
1290,White,50,NA,NA,NA,NA
1896,White,55,20,15,28,8
285,Black,70,30,NA,10,NA
1100,White,52,46,30,20,30
2261,White,40,30,25,20,25
631,White,80,20,NA,20,NA
2285,White,63,28,6,28,19
176,White,80,40,10,15,5
860,White,70,30,30,10,10
958,White,60,15,3,10,2
1913,White,45,40,20,18,25
145,White,75,50,25,25,25
71,Black,NA,NA,NA,NA,NA
1399,White,40,50,10,10,30
67,White,35,20,10,25,10
1247,White,50,50,50,70,40
435,White,60,40,30,50,80
2367,White,60,50,40,50,40
2412,White,60,30,10,20,10
1243,White,50,100,50,50,50
990,White,65,17,3,20,1
511,Black,NA,NA,NA,NA,NA
1978,White,62,26,35,30,25
1428,White,62,28,10,5,5
1296,White,57,21,10,25,5
747,Black,NA,NA,NA,NA,NA
1556,White,70,20,NA,5,5
1907,White,80,15,2,10,5
1849,Black,NA,NA,NA,NA,NA
1954,White,55,35,15,15,10
919,Black,NA,NA,NA,NA,NA
1371,Black,NA,NA,NA,NA,NA
183,Black,NA,NA,NA,NA,NA
8,White,25,10,10,40,5
755,White,60,10,10,10,10
2656,White,65,20,5,15,5
246,Other,60,20,5,25,30
1499,White,65,30,NA,10,5
676,Black,45,35,15,15,7
725,White,40,20,10,50,20
1515,Black,NA,NA,NA,NA,NA
1047,Other,65,20,10,45,10
677,Black,NA,NA,NA,NA,NA
779,White,85,10,2,5,2
1593,Black,60,40,5,50,20
1659,White,NA,NA,NA,NA,NA
245,White,75,50,20,55,35
1149,White,5,6,5,5,6
672,White,60,20,5,10,10
2173,White,NA,NA,NA,NA,NA
1145,White,NA,NA,NA,NA,NA
156,White,60,35,30,20,20
2428,White,50,20,15,10,10
2353,White,NA,NA,NA,NA,NA
691,White,NA,NA,NA,NA,NA
1163,White,NA,NA,NA,NA,NA
2155,White,NA,NA,NA,NA,NA
2252,White,60,30,5,5,5
2276,Other,NA,NA,NA,NA,NA
29,White,NA,NA,NA,NA,NA
189,White,NA,NA,NA,NA,NA
1795,White,75,15,5,7,5
2025,White,NA,NA,NA,NA,NA
2705,White,NA,NA,NA,NA,NA
665,White,50,75,25,75,50
1707,Black,60,70,30,30,20
951,White,NA,NA,NA,NA,NA
2080,White,70,15,10,25,25
17,White,NA,NA,NA,NA,NA
915,White,NA,NA,NA,NA,NA
1701,White,NA,NA,NA,NA,NA
1857,Black,60,40,20,5,5
1083,White,NA,NA,NA,NA,NA
901,Black,40,30,5,10,5
1789,White,NA,NA,NA,NA,NA
2129,White,NA,NA,NA,NA,NA
995,White,NA,NA,NA,NA,NA
2729,White,75,30,NA,30,10
543,White,NA,NA,NA,NA,NA
2037,White,NA,NA,NA,NA,NA
2542,Other,NA,NA,NA,NA,NA
2453,White,50,50,25,35,35
1187,White,NA,NA,NA,NA,NA
785,White,NA,NA,NA,NA,NA
2681,White,NA,NA,NA,NA,NA
1547,White,NA,NA,NA,NA,NA
1143,Black,NA,NA,NA,NA,NA
335,White,60,25,20,30,20
1269,White,NA,NA,NA,NA,NA
2600,White,50,20,10,15,10
2371,White,NA,NA,NA,NA,NA
453,Other,60,20,10,5,10
1668,White,50,30,5,10,10
1695,White,NA,NA,NA,NA,NA
859,White,NA,NA,NA,NA,NA
773,White,NA,NA,NA,NA,NA
2769,White,60,30,NA,15,8
2005,White,NA,NA,NA,NA,NA
502,Other,NA,NA,NA,NA,NA
1488,White,75,50,NA,25,25
1639,White,NA,NA,NA,NA,NA
2781,White,NA,NA,NA,NA,NA
2711,White,NA,NA,NA,NA,NA
1004,White,70,15,3,3,10
871,White,NA,NA,NA,NA,NA
443,White,NA,NA,NA,NA,NA
2569,White,NA,NA,NA,NA,NA
1066,Other,NA,NA,NA,NA,NA
1473,White,NA,NA,NA,NA,NA
2749,White,NA,NA,NA,NA,NA
1847,Black,70,40,50,30,40
2576,Black,70,40,40,50,40
1641,White,50,35,5,40,45
2265,White,NA,NA,NA,NA,NA
2235,White,NA,NA,NA,NA,NA
130,Black,80,15,5,10,10
1559,White,40,30,10,8,7
1529,White,NA,NA,NA,NA,NA
2389,White,NA,NA,NA,NA,NA
153,White,NA,NA,NA,NA,NA
159,White,NA,NA,NA,NA,NA
2483,White,NA,NA,NA,NA,NA
578,Other,NA,NA,NA,NA,NA
1405,White,NA,NA,NA,NA,NA
1252,Other,NA,NA,NA,NA,NA
2533,White,NA,NA,NA,NA,NA
1874,White,NA,NA,NA,NA,NA
477,Other,NA,NA,NA,NA,NA
517,Black,25,25,10,15,5
770,White,NA,NA,NA,NA,NA
932,White,NA,NA,NA,NA,NA
1651,White,65,40,20,40,20
2667,White,70,15,10,5,5
610,White,NA,NA,NA,NA,NA
2300,White,NA,NA,NA,NA,NA
1112,White,NA,NA,NA,NA,NA
858,White,NA,NA,NA,NA,NA
2208,White,NA,NA,NA,NA,NA
752,White,NA,NA,NA,NA,NA
94,White,40,10,8,15,10
1886,White,NA,NA,NA,NA,NA
268,White,NA,NA,NA,NA,NA
2394,White,35,15,15,15,15
780,White,50,25,40,30,30
1018,White,NA,NA,NA,NA,NA
1013,White,60,20,10,10,5
2648,White,NA,NA,NA,NA,NA
802,White,NA,NA,NA,NA,NA
805,White,65,NA,NA,NA,NA
1053,Other,NA,NA,NA,NA,NA
1848,Black,70,40,NA,30,20
1440,White,NA,NA,NA,NA,NA
312,White,65,30,20,10,10
1046,Black,0,20,10,50,30
974,White,NA,NA,NA,NA,NA
40,White,NA,NA,NA,NA,NA
1503,White,75,50,10,25,25
2383,White,57,30,14,18,18
1452,White,NA,NA,NA,NA,NA
1412,White,50,25,5,5,10
206,White,NA,NA,NA,NA,NA
711,Other,NA,NA,NA,NA,NA
1116,White,75,20,10,20,10
1328,White,NA,NA,NA,NA,NA
841,Other,NA,NA,NA,NA,NA
1694,White,NA,NA,NA,NA,NA
1236,White,NA,NA,NA,NA,NA
1638,White,NA,NA,NA,NA,NA
233,White,75,40,20,40,30
782,White,NA,NA,NA,NA,NA
926,White,NA,NA,NA,NA,NA
448,White,NA,NA,NA,NA,NA
1972,White,NA,NA,NA,NA,NA
1809,White,70,20,NA,10,10
2356,White,35,30,5,25,20
433,Other,NA,NA,NA,NA,NA
324,White,60,14,5,10,10
1723,Black,60,10,10,10,10
1337,White,55,13,10,20,7
1836,White,NA,NA,NA,NA,NA
2722,White,NA,NA,NA,NA,NA
2746,White,NA,NA,NA,NA,NA
2232,White,NA,NA,NA,NA,NA
2350,White,NA,NA,NA,NA,NA
731,Other,NA,NA,NA,NA,NA
1000,White,NA,NA,NA,NA,NA
1628,Black,60,40,NA,10,10
224,White,50,12,12,15,10
1304,White,NA,NA,NA,NA,NA
820,White,NA,NA,NA,NA,NA
1656,White,NA,NA,NA,NA,NA
2580,White,90,15,30,30,30
2535,White,75,25,10,25,10
602,White,NA,NA,NA,NA,NA
1600,White,NA,NA,NA,NA,NA
2146,White,NA,NA,NA,NA,NA
2704,White,70,20,2,5,2
2362,White,NA,NA,NA,NA,NA
2503,Black,10,40,40,20,10
900,White,NA,NA,NA,NA,NA
1226,White,60,30,10,5,10
1104,White,NA,NA,NA,NA,NA
463,Other,40,10,10,20,15
616,White,NA,NA,NA,NA,NA
1280,White,50,25,25,25,10
1697,Other,NA,NA,NA,NA,NA
2288,White,NA,NA,NA,NA,NA
2102,Black,NA,NA,NA,NA,NA
120,White,NA,NA,NA,NA,NA
460,White,NA,NA,NA,NA,NA
888,White,NA,NA,NA,NA,NA
306,White,NA,NA,NA,NA,NA
1777,Black,60,30,20,35,15
918,White,NA,NA,NA,NA,NA
1470,White,NA,NA,NA,NA,NA
742,White,60,25,5,10,15
1739,White,25,25,10,25,20
2131,Other,NA,NA,NA,NA,NA
590,White,NA,NA,NA,NA,NA
1346,White,NA,NA,NA,NA,NA
1012,White,NA,NA,NA,NA,NA
503,Black,6,50,20,50,10
377,White,40,30,5,20,10
1599,White,60,30,20,40,30
1538,White,70,25,15,30,10
1661,White,75,50,25,25,25
721,White,70,20,5,20,5
87,Black,NA,NA,NA,NA,NA
1842,Black,75,50,NA,40,30
890,White,50,15,10,10,5
2065,White,50,45,25,20,16
911,Black,NA,NA,NA,NA,NA
237,Other,40,20,10,15,5
614,White,60,20,5,15,10
1383,Black,NA,NA,NA,NA,NA
1939,Black,NA,NA,NA,NA,NA
689,White,60,25,5,5,5
1124,White,51,40,5,1,5
633,Black,NA,NA,NA,NA,NA
2107,Black,NA,NA,NA,NA,NA
1768,Black,38,48,25,30,20
1983,Black,NA,NA,NA,NA,NA
273,Other,79,10,1,4,4
1321,White,45,35,5,10,5
1569,White,35,20,15,15,15
515,Black,NA,NA,NA,NA,NA
1549,Black,NA,NA,NA,NA,NA
1766,White,40,60,NA,NA,NA
244,Other,80,50,70,80,60
2433,White,80,60,60,60,60
1369,Black,NA,NA,NA,NA,NA
1575,Black,NA,NA,NA,NA,NA
2767,Black,50,12,20,20,5
46,White,60,50,30,60,50
303,Black,NA,NA,NA,NA,NA
1355,White,50,20,NA,30,NA
1302,White,60,40,40,30,20
1215,Black,NA,NA,NA,NA,NA
361,White,70,20,5,20,5
1377,Black,NA,NA,NA,NA,NA
700,White,60,55,30,45,60
230,Other,45,45,20,30,20
1063,Other,60,40,30,50,30
1917,White,60,40,30,30,40
2480,White,NA,NA,NA,NA,NA
2632,White,70,30,30,40,20
2331,Black,NA,NA,NA,NA,NA
18,White,60,30,10,20,10
657,White,50,50,25,25,10
2444,White,70,40,20,40,20
2337,Black,60,20,5,5,5
1916,White,70,15,5,10,10
2114,White,60,40,40,30,20
2511,White,70,20,20,15,15
907,Black,50,50,30,20,5
1773,Black,NA,NA,NA,NA,NA
485,Black,75,10,3,12,3
69,Black,50,50,35,35,25
863,White,60,20,5,10,5
2036,White,60,50,40,40,40
1419,White,60,20,5,10,25
1387,White,50,40,10,30,20
936,White,50,50,25,25,50
1448,Black,NA,NA,NA,NA,NA
1798,White,80,10,35,10,5
1696,Black,NA,NA,NA,NA,NA
2751,White,41,38,4,23,8
1431,White,99,99,80,85,75
577,White,NA,NA,NA,NA,NA
2229,White,40,15,15,25,15
2318,White,60,30,NA,10,NA
2495,White,60,35,3,2,2
140,Black,NA,NA,NA,NA,NA
302,Black,NA,NA,NA,NA,NA
2531,White,30,20,20,40,40
562,White,65,15,25,10,5
1158,White,60,30,10,20,20
2040,White,70,12,4,5,5
116,Black,75,45,NA,25,20
1268,White,55,60,30,30,25
96,White,40,30,NA,30,30
1520,White,60,40,30,30,20
2062,Black,NA,NA,NA,NA,NA
2116,White,33,40,10,40,5
708,White,50,30,10,20,30
1093,White,50,40,25,45,50
466,Other,50,25,5,20,10
2085,Other,90,99,60,NA,100
738,White,65,10,5,15,5
1995,Black,69,30,40,25,25
2676,Black,NA,NA,NA,NA,NA
106,White,50,30,10,30,20
1660,White,60,20,5,10,5
2790,White,80,20,10,15,15
73,Black,50,50,35,20,10
2070,White,55,15,10,10,10
1988,Black,NA,NA,NA,NA,NA
1519,White,70,70,30,30,30
2194,White,75,25,0,0,0
2063,Black,60,25,30,20,30
265,White,100,90,50,80,50
1214,White,40,20,20,30,30
1464,White,75,20,NA,1,NA
289,Black,85,60,30,20,50
880,White,70,60,10,30,10
1482,White,80,80,0,0,0
1194,Black,NA,NA,NA,NA,NA
1075,White,70,30,10,10,10
1689,White,80,20,15,20,15
464,Black,NA,NA,NA,NA,NA
66,Black,NA,NA,NA,NA,NA
1156,White,65,20,5,20,10
554,White,70,70,NA,40,50
1525,White,70,15,5,15,5
1058,Other,70,10,1,20,1
1867,White,80,70,30,70,60
1318,Black,NA,NA,NA,NA,NA
606,Black,NA,NA,NA,NA,NA
2030,White,65,35,8,25,14
1942,White,60,20,15,15,5
1846,Black,NA,50,NA,50,50
716,White,60,15,10,15,15
208,White,70,15,1,12,5
1418,White,NA,NA,NA,NA,NA
930,White,NA,NA,NA,NA,NA
520,White,NA,NA,NA,NA,NA
682,White,NA,NA,NA,NA,NA
2659,White,65,40,40,50,30
1320,White,75,20,2,5,5
712,White,NA,NA,NA,NA,NA
1858,White,NA,NA,NA,NA,NA
1671,Black,60,30,5,20,5
892,White,NA,NA,NA,NA,NA
1625,White,65,40,5,5,10
913,White,50,30,10,20,15
573,Other,NA,NA,NA,NA,NA
1052,White,75,50,40,40,30
874,White,NA,NA,NA,NA,NA
95,White,70,25,15,10,5
2560,White,NA,NA,NA,NA,NA
2614,White,75,20,1,8,3
1137,Other,NA,NA,NA,NA,NA
1580,White,NA,NA,NA,NA,NA
1432,White,NA,NA,NA,NA,NA
2002,White,NA,NA,NA,NA,NA
2117,Other,NA,NA,NA,NA,NA
354,White,NA,NA,NA,NA,NA
1030,White,40,20,10,20,5
427,White,60,20,40,15,10
2552,White,33,25,5,10,2
2182,White,NA,NA,NA,NA,NA
730,White,70,15,10,30,10
810,White,60,40,50,40,25
1164,White,NA,NA,NA,NA,NA
546,White,NA,NA,NA,NA,NA
334,White,NA,NA,NA,NA,NA
1459,Other,NA,NA,NA,NA,NA
1890,White,NA,NA,NA,NA,NA
1344,White,NA,NA,NA,NA,NA
1828,White,NA,NA,NA,NA,NA
304,White,NA,NA,NA,NA,NA
396,White,NA,NA,NA,NA,NA
623,White,80,10,10,10,15
2584,White,NA,NA,NA,NA,NA
2256,White,NA,NA,NA,NA,NA
694,White,NA,NA,NA,NA,NA
422,White,NA,NA,NA,NA,NA
1468,White,NA,NA,NA,NA,NA
1128,White,NA,NA,NA,NA,NA
2454,White,NA,NA,NA,NA,NA
836,White,NA,NA,NA,NA,NA
1057,Other,NA,NA,NA,NA,NA
160,White,NA,NA,NA,NA,NA
1606,White,70,20,30,20,15
1970,White,NA,NA,NA,NA,NA
484,White,NA,NA,NA,NA,NA
1190,White,NA,NA,NA,NA,NA
418,White,65,50,25,50,45
1704,White,NA,NA,NA,NA,NA
2466,White,50,50,5,20,30
53,White,40,30,5,20,10
2515,White,35,30,5,45,2
662,White,NA,NA,NA,NA,NA
198,Other,75,100,65,50,95
851,White,60,20,3,15,7
1889,White,60,25,5,10,5
848,White,NA,NA,NA,NA,NA
2702,White,NA,NA,NA,NA,NA
2540,White,NA,NA,NA,NA,NA
2764,White,NA,NA,NA,NA,NA
310,White,NA,NA,NA,NA,NA
2484,White,NA,NA,NA,NA,NA
30,White,NA,NA,NA,NA,NA
381,Other,NA,NA,NA,NA,NA
1295,White,60,15,5,20,5
272,White,60,25,30,25,15
1932,Black,50,50,20,20,NA
966,White,NA,NA,NA,NA,NA
608,White,60,30,25,20,4
1376,Black,90,10,NA,NA,NA
2602,White,NA,NA,NA,NA,NA
2268,White,NA,NA,NA,NA,NA
2236,White,NA,NA,NA,NA,NA
12,White,NA,NA,NA,NA,NA
1801,Other,NA,NA,NA,NA,NA
2554,White,90,85,80,80,60
1760,White,NA,NA,NA,NA,NA
2794,White,NA,NA,NA,NA,NA
924,White,NA,NA,NA,NA,NA
620,White,NA,NA,NA,NA,NA
2745,White,NA,50,15,20,NA
2120,White,50,35,18,22,14
467,Other,NA,NA,NA,NA,NA
992,White,NA,NA,NA,NA,NA
2360,White,NA,NA,NA,NA,NA
2435,White,50,45,25,25,40
1002,White,60,35,10,20,10
2448,White,NA,NA,NA,NA,NA
954,Other,80,40,20,30,40
1980,Black,NA,NA,NA,NA,NA
1823,White,60,40,30,10,NA
2096,Black,NA,NA,NA,NA,NA
1679,Other,60,20,10,40,10
2061,Black,65,20,8,5,3
2486,White,60,30,30,20,20
2494,White,60,20,5,10,1
1900,White,75,10,10,15,10
1818,Black,NA,NA,NA,NA,NA
2012,Black,80,90,80,70,75
1195,White,60,40,NA,30,NA
174,White,60,70,30,70,70
1249,Black,45,25,10,12,5
420,White,75,18,3,15,5
1385,Black,50,40,NA,25,20
2429,White,45,30,25,25,25
2585,White,100,60,50,50,50
1873,White,70,35,25,30,30
895,White,60,15,5,20,10
2191,White,50,15,5,10,10
1351,White,50,25,5,15,3
986,White,60,20,10,15,15
31,White,90,70,NA,NA,NA
1218,Black,NA,NA,NA,NA,NA
604,Black,NA,NA,NA,NA,NA
1303,Other,80,10,1,20,1
1816,White,40,40,30,30,20
1830,White,40,60,30,20,30
2636,White,55,40,25,45,15
1166,White,65,45,50,40,40
2481,White,40,60,NA,NA,NA
1565,Other,25,25,20,20,10
669,White,80,40,20,40,30
409,Other,80,80,80,90,70
2286,White,65,55,25,40,15
617,White,NA,NA,NA,NA,NA
2620,White,55,20,5,15,5
2500,Black,NA,NA,NA,NA,NA
1989,White,50,50,60,60,50
727,White,50,35,25,30,30
1904,White,50,25,5,10,10
1576,White,50,25,6,10,5
1189,Black,65,25,5,12,10
1812,Black,NA,NA,NA,NA,NA
862,White,60,30,20,30,20
1658,Black,70,10,5,5,5
498,Black,NA,NA,NA,NA,NA
398,White,75,50,25,25,25
1720,Black,60,40,35,40,40
103,White,42,36,20,25,15
1287,White,50,10,10,10,10
2778,White,70,25,5,10,10
1011,White,NA,NA,NA,NA,NA
2307,White,NA,NA,NA,NA,NA
2399,Black,NA,NA,NA,NA,NA
795,White,NA,NA,NA,NA,NA
1203,White,NA,NA,NA,NA,NA
1527,White,NA,NA,NA,NA,NA
2437,White,NA,NA,NA,NA,NA
937,White,NA,NA,NA,NA,NA
263,White,NA,NA,NA,NA,NA
1583,White,NA,NA,NA,NA,NA
15,White,NA,NA,NA,NA,NA
2381,White,NA,NA,NA,NA,NA
2624,White,60,30,10,25,20
163,White,NA,NA,NA,NA,NA
2747,White,NA,NA,NA,NA,NA
1,White,NA,NA,NA,NA,NA
368,Black,50,20,20,20,10
2029,White,60,20,5,5,5
2132,Other,75,10,5,20,5
1557,White,NA,NA,NA,NA,NA
345,White,70,30,5,40,10
2083,White,NA,NA,NA,NA,NA
390,Other,NA,NA,NA,NA,NA
715,White,82,65,20,50,50
1364,Other,75,15,0,5,0
977,White,60,40,10,10,15
2759,White,NA,NA,NA,NA,NA
2015,White,NA,NA,NA,NA,NA
1533,White,NA,NA,NA,NA,NA
1891,White,NA,NA,NA,NA,NA
2207,White,NA,NA,NA,NA,NA
